LGA_CODE,STATE,AGE_5_9_2024,AGE_10_14_2024,AGE_5_14_2024,AGE_5_14_SHARE_TOTAL_PCT,AGE_5_14_2019,AGE_5_14_CHANGE_5Y,AGE_5_14_GROWTH_5Y_PCT,GIRLS_5_14_2024,GIRLS_SHARE_OF_5_14_PCT,GIRLS_5_14_2019,GIRLS_5_14_CHANGE_5Y,GIRLS_5_14_GROWTH_5Y_PCT
26730,Victoria,2033,2172,4205,11.713744498300741,4304,-99,-2.300185873605948,2013,47.871581450653984,2083,-70,-3.3605376860297644
26810,Victoria,2623,2756,5379,11.623484668409793,5387,-8,-0.1485056617783553,2643,49.13552704963748,2616,27,1.0321100917431194
26890,Victoria,204,219,423,10.837817063797079,461,-38,-8.24295010845987,221,52.24586288416076,225,-4,-1.7777777777777777
26980,Victoria,9285,10183,19468,10.649366278465502,20207,-739,-3.6571485128915717,9549,49.04972262173824,9940,-391,-3.9336016096579476
27070,Victoria,18152,17035,35187,13.938868157725857,30872,4315,13.977066597564136,16965,48.21382897092676,14967,1998,13.349368610944076
27170,Victoria,2871,3112,5983,13.535280410831843,5880,103,1.751700680272109,3016,50.409493565101116,2841,175,6.159802886307638
27260,Victoria,29746,26649,56395,16.818263151616367,43082,13313,30.901536604614456,27383,48.55572302509088,20853,6530,31.314439169424062
27350,Victoria,3128,3002,6130,6.134785132403275,6304,-174,-2.760152284263959,3124,50.962479608482866,3203,-79,-2.466437714642523
27450,Victoria,10025,9962,19987,12.509153267951358,20348,-361,-1.7741301356398662,9535,47.706008905788764,9708,-173,-1.7820354346930367
27630,Victoria,312,333,645,10.22025035652036,769,-124,-16.124837451235372,276,42.7906976744186,350,-74,-21.142857142857142
29399,Victoria,30,40,70,7.4074074074074066,84,-14,-16.666666666666664,48,68.57142857142857,47,1,2.127659574468085
30250,Queensland,69,91,160,13.81692573402418,224,-64,-28.57142857142857,95,59.375,114,-19,-16.666666666666664
30300,Queensland,305,256,561,12.91139240506329,603,-42,-6.965174129353234,288,51.33689839572193,292,-4,-1.36986301369863
30370,Queensland,1042,1129,2171,14.434840425531913,2131,40,1.8770530267480057,1052,48.45693228926762,1033,19,1.8393030009680542
30410,Queensland,184,174,358,12.302405498281786,386,-28,-7.253886010362693,178,49.72067039106145,189,-11,-5.82010582010582
30450,Queensland,10,25,35,11.11111111111111,31,4,12.903225806451612,14,40.0,16,-2,-12.5
30760,Queensland,106,125,231,11.773700305810397,233,-2,-0.8583690987124464,118,51.082251082251084,114,4,3.508771929824561
30900,Queensland,43,44,87,18.08731808731809,68,19,27.941176470588236,55,63.2183908045977,34,21,61.76470588235294
31000,Queensland,75201,79178,154379,11.40307141849425,148649,5730,3.8547181615752546,75219,48.72359582585714,72219,3000,4.154031487558676
31750,Queensland,22,30,52,15.072463768115943,49,3,6.122448979591836,29,55.769230769230774,28,1,3.571428571428571
31820,Queensland,5505,6391,11896,11.233769299778082,12125,-229,-1.8886597938144332,5768,48.486886348352385,5828,-60,-1.029512697323267
31900,Queensland,902,1031,1933,11.281662192132602,2086,-153,-7.334611697027804,901,46.61148473874806,974,-73,-7.494866529774128
31950,Queensland,23,21,44,9.90990990990991,41,3,7.317073170731707,21,47.72727272727273,21,0,0.0
32080,Queensland,10589,12023,22612,12.733917881659936,23296,-684,-2.9361263736263736,10946,48.40792499557757,11361,-415,-3.652847460610862
32250,Queensland,205,137,342,15.405405405405407,308,34,11.03896103896104,179,52.33918128654971,154,25,16.233766233766232
32260,Queensland,1782,1843,3625,11.938086612876667,3690,-65,-1.7615176151761516,1690,46.62068965517241,1770,-80,-4.519774011299435
32270,Queensland,2287,2264,4551,15.53189310945019,4533,18,0.3970880211780278,2253,49.50560316413975,2181,72,3.3012379642365883
32310,Queensland,639,1018,1657,13.773898586866167,1838,-181,-9.84766050054407,775,46.77127338563669,883,-108,-12.231030577576444
32330,Queensland,135,159,294,23.076923076923077,306,-12,-3.9215686274509802,119,40.476190476190474,148,-29,-19.594594594594593
32450,Queensland,289,207,496,12.776919113858836,403,93,23.076923076923077,248,50.0,202,46,22.772277227722775
32500,Queensland,323,269,592,12.269430051813472,558,34,6.093189964157706,307,51.858108108108105,278,29,10.431654676258994
32600,Queensland,25,15,40,14.814814814814813,35,5,14.285714285714285,23,57.49999999999999,21,2,9.523809523809524
32750,Queensland,7,11,18,6.8181818181818175,26,-8,-30.76923076923077,4,22.22222222222222,12,-8,-66.66666666666666
32770,Queensland,149,150,299,20.326308633582595,324,-25,-7.716049382716049,134,44.81605351170568,138,-4,-2.898550724637681
32810,Queensland,622,698,1320,10.124252185918085,1339,-19,-1.4189693801344287,641,48.56060606060606,651,-10,-1.5360983102918586
33100,Queensland,35,41,76,10.540915395284326,82,-6,-7.317073170731707,39,51.31578947368421,43,-4,-9.30232558139535
33200,Queensland,96,83,179,11.630929174788823,161,18,11.180124223602485,91,50.83798882681564,87,4,4.597701149425287
33220,Queensland,5656,6858,12514,10.397919419032663,12682,-168,-1.3247121905062293,6106,48.79335144638006,6123,-17,-0.27764167891556424
33360,Queensland,4835,5241,10076,14.828768635300005,9756,320,3.2800328003280033,4952,49.14648670107186,4784,168,3.511705685618729
33430,Queensland,38040,40909,78949,11.62235052687675,76438,2511,3.2850153065229337,38363,48.59212909599868,37270,1093,2.932653608800644
33610,Queensland,726,761,1487,14.220139619393708,1523,-36,-2.3637557452396587,728,48.95763281775387,741,-13,-1.7543859649122806
33620,Queensland,3172,3497,6669,11.635291449308232,6647,22,0.33097638032194976,3218,48.25311141100615,3175,43,1.3543307086614174
33800,Queensland,559,613,1172,10.530098831985626,1228,-56,-4.5602605863192185,586,50.0,575,11,1.9130434782608694
33830,Queensland,112,100,212,20.056764427625353,184,28,15.217391304347828,100,47.16981132075472,72,28,38.88888888888889
33960,Queensland,19944,19735,39679,15.31215510122176,34850,4829,13.856527977044477,19112,48.16653645505179,16967,2145,12.642187776271586
33980,Queensland,1681,1589,3270,14.119780646832764,3158,112,3.546548448385054,1529,46.75840978593272,1505,24,1.5946843853820596
34420,Queensland,90,85,175,15.257192676547515,181,-6,-3.314917127071823,78,44.57142857142857,84,-6,-7.142857142857142
34530,Queensland,2510,2954,5464,12.774115116659654,5233,231,4.414293904070323,2564,46.925329428989755,2438,126,5.1681706316652996
34570,Queensland,52,71,123,17.93002915451895,131,-8,-6.106870229007633,39,31.70731707317073,61,-22,-36.0655737704918
34580,Queensland,2657,3069,5726,12.729253273458863,5654,72,1.2734347364697558,2638,46.07055536150891,2654,-16,-0.6028636021100227
34590,Queensland,28960,29251,58211,14.86620390943034,51465,6746,13.107937433207034,28377,48.748518321279484,24978,3399,13.607975018015853
34710,Queensland,235,268,503,13.43124165554072,508,-5,-0.984251968503937,228,45.32803180914513,243,-15,-6.172839506172839
34770,Queensland,8308,8932,17240,13.45413964522901,16908,332,1.9635675419919567,8436,48.932714617169374,8180,256,3.1295843520782394
34800,Queensland,65,29,94,11.071849234393403,90,4,4.444444444444445,44,46.808510638297875,44,0,0.0
34830,Queensland,50,48,98,20.16460905349794,64,34,53.125,52,53.06122448979592,34,18,52.94117647058824
34860,Queensland,916,923,1839,13.789742051589682,1843,-4,-0.2170374389582203,887,48.23273518216422,899,-12,-1.3348164627363739
34880,Queensland,1225,1502,2727,11.390977443609023,2836,-109,-3.8434414668547254,1328,48.6982031536487,1385,-57,-4.115523465703971
35010,Queensland,32801,35687,68488,13.13303700521962,66784,1704,2.5515093435553426,33305,48.628956897558695,32361,944,2.9170915608293937
35250,Queensland,64,87,151,13.891444342226311,215,-64,-29.767441860465116,77,50.993377483443716,102,-25,-24.509803921568626
35300,Queensland,1462,1374,2836,15.145527369826436,2913,-77,-2.6433230346721595,1343,47.35543018335684,1431,-88,-6.149545772187281
35600,Queensland,252,211,463,11.609829488465397,511,-48,-9.393346379647749,240,51.83585313174947,252,-12,-4.761904761904762
35670,Queensland,94,89,183,19.44739638682253,180,3,1.6666666666666667,101,55.19125683060109,88,13,14.772727272727273
35740,Queensland,2880,3550,6430,10.895535033466068,6570,-140,-2.13089802130898,3144,48.89580093312597,3189,-45,-1.4111006585136407
35760,Queensland,494,599,1093,10.460331132165757,1201,-108,-8.992506244796003,510,46.66056724611162,576,-66,-11.458333333333332
35780,Queensland,339,346,685,23.418803418803417,671,14,2.086438152011923,352,51.386861313868614,335,17,5.074626865671641
35790,Queensland,233,230,463,20.289219982471515,456,7,1.5350877192982455,258,55.72354211663067,229,29,12.663755458515283
35800,Queensland,133,107,240,13.937282229965156,221,19,8.597285067873303,112,46.666666666666664,115,-3,-2.608695652173913
36070,Queensland,47,45,92,14.263565891472869,115,-23,-20.0,37,40.21739130434783,51,-14,-27.450980392156865
36150,Queensland,63,32,95,13.305322128851541,80,15,18.75,33,34.73684210526316,34,-1,-2.941176470588235
36250,Queensland,9845,10932,20777,12.22607979286807,20751,26,0.1252951664980001,9968,47.97612744862107,9995,-27,-0.27013506753376687
36300,Queensland,64,46,110,14.012738853503185,87,23,26.436781609195403,55,50.0,49,6,12.244897959183673
36370,Queensland,5520,6241,11761,13.808852882470354,11631,130,1.1177026910841716,5879,49.98724598248449,5718,161,2.8156698146204966
36510,Queensland,2579,2906,5485,11.938446804805851,5830,-345,-5.917667238421955,2609,47.566089334548764,2827,-218,-7.711354793066855
36580,Queensland,1510,1837,3347,12.622567506411222,3592,-245,-6.820712694877505,1636,48.87959366596952,1735,-99,-5.706051873198847
36630,Queensland,1782,2097,3879,11.184153619929072,4282,-403,-9.41148995796357,1891,48.749677751997936,2065,-174,-8.426150121065374
36660,Queensland,1981,2430,4411,11.689103243587025,4699,-288,-6.1289636092785695,2171,49.217864429834506,2272,-101,-4.445422535211268
36720,Queensland,21457,24156,45613,12.186279381669152,42134,3479,8.256989604594864,22299,48.88737859820665,20374,1925,9.448316481790517
36820,Queensland,1524,1848,3372,12.228467815049864,3498,-126,-3.6020583190394513,1641,48.66548042704626,1683,-42,-2.4955436720142603
36910,Queensland,11290,12716,24006,13.041423332880619,24164,-158,-0.6538652540970038,11752,48.954428059651754,11992,-240,-2.0013342228152102
36950,Queensland,278,339,617,17.70444763271162,684,-67,-9.7953216374269,307,49.75688816855753,330,-23,-6.969696969696971
36960,Queensland,473,397,870,20.336605890603085,976,-106,-10.860655737704917,407,46.7816091954023,458,-51,-11.135371179039302
37010,Queensland,12499,13644,26143,12.816955268370167,26203,-60,-0.22898141434186925,12633,48.32268676127453,12836,-203,-1.5814895606107822
37300,Queensland,383,348,731,17.12746016869728,690,41,5.942028985507246,339,46.37482900136799,319,20,6.269592476489027
37310,Queensland,2361,2609,4970,14.104492436927094,5129,-159,-3.1000194969779686,2478,49.859154929577464,2473,5,0.20218358269308534
37340,Queensland,2289,2467,4756,11.703043874111076,4406,350,7.9437131184748075,2238,47.056349873843565,2117,121,5.715635333018422
37400,Queensland,73,72,145,12.74165202108963,127,18,14.173228346456693,89,61.37931034482759,71,18,25.352112676056336
37550,Queensland,121,157,278,25.669436749769158,219,59,26.94063926940639,141,50.719424460431654,101,40,39.603960396039604
37570,Queensland,28,22,50,16.835016835016837,52,-2,-3.8461538461538463,32,64.0,25,7,28.000000000000004
37600,Queensland,254,274,528,19.89449886963075,578,-50,-8.650519031141869,263,49.81060606060606,284,-21,-7.394366197183098
40070,South Australia,405,464,869,2.9713465089242974,947,-78,-8.236536430834214,423,48.67663981588032,471,-48,-10.191082802547772
40120,South Australia,2508,2840,5348,12.598944591029024,5414,-66,-1.2190616919098634,2633,49.23335826477187,2715,-82,-3.0202578268876614
40150,South Australia,692,736,1428,12.629344653754313,1248,180,14.423076923076922,657,46.008403361344534,569,88,15.465729349736378
40220,South Australia,1420,1596,3016,9.746009177276546,3041,-25,-0.8220979940808945,1448,48.01061007957559,1505,-57,-3.7873754152823924
40250,South Australia,230,199,429,16.170373162457597,390,39,10.0,230,53.613053613053616,198,32,16.161616161616163
40310,South Australia,1490,1799,3289,12.35026848409748,3336,-47,-1.408872901678657,1562,47.491638795986624,1590,-28,-1.7610062893081762
40430,South Australia,139,141,280,10.436079016026836,264,16,6.0606060606060606,121,43.214285714285715,127,-6,-4.724409448818897
40520,South Australia,525,603,1128,10.470620996936786,1336,-208,-15.568862275449103,553,49.02482269503546,615,-62,-10.08130081300813
40700,South Australia,2676,3281,5957,12.429060257052244,5924,33,0.5570560432140446,2992,50.22662413966762,2987,5,0.16739203213927017
40910,South Australia,3161,3246,6407,11.028108163932734,6044,363,6.0059563203176705,2985,46.589667551115966,2887,98,3.394527190855559
41010,South Australia,275,270,545,14.517847629195524,456,89,19.517543859649123,271,49.72477064220184,234,37,15.81196581196581
41060,South Australia,6422,6243,12665,9.784380528580588,12232,433,3.539895356442119,6182,48.81168574812476,6002,180,2.9990003332222592
41140,South Australia,471,589,1060,11.221681134871904,1154,-94,-8.145580589254767,532,50.18867924528302,559,-27,-4.83005366726297
41190,South Australia,126,118,244,13.855763770584895,230,14,6.086956521739131,123,50.409836065573764,117,6,5.128205128205128
41330,South Australia,52,47,99,6.420233463035019,166,-67,-40.36144578313253,40,40.4040404040404,89,-49,-55.0561797752809
41560,South Australia,747,831,1578,9.659647404505387,1566,12,0.7662835249042145,771,48.85931558935361,721,50,6.934812760055478
41750,South Australia,73,81,154,14.61100569259962,156,-2,-1.282051282051282,64,41.55844155844156,68,-4,-5.88235294117647
41830,South Australia,80,71,151,8.99880810488677,159,-8,-5.031446540880504,71,47.019867549668874,79,-8,-10.126582278481013
41960,South Australia,66,91,157,11.55261221486387,162,-5,-3.0864197530864197,69,43.94904458598726,63,6,9.523809523809524
42030,South Australia,1588,1696,3284,12.069979417818288,3003,281,9.357309357309356,1614,49.14738124238733,1497,117,7.8156312625250495
42110,South Australia,203,240,443,10.687575392038601,479,-36,-7.515657620041753,197,44.46952595936794,260,-63,-24.23076923076923
42250,South Australia,469,551,1020,11.128082042330352,1149,-129,-11.22715404699739,507,49.705882352941174,537,-30,-5.58659217877095
42600,South Australia,1634,1892,3526,8.960382201214708,3614,-88,-2.4349750968456,1715,48.63868406125922,1766,-51,-2.887882219705549
42750,South Australia,290,278,568,10.982211910286157,532,36,6.7669172932330826,269,47.359154929577464,245,24,9.795918367346939
43080,South Australia,55,61,116,11.262135922330096,121,-5,-4.132231404958678,52,44.827586206896555,58,-6,-10.344827586206897
43220,South Australia,66,94,160,14.995313964386128,165,-5,-3.0303030303030303,79,49.375,78,1,1.282051282051282
43360,South Australia,97,109,206,8.522962350020686,225,-19,-8.444444444444445,97,47.0873786407767,101,-4,-3.9603960396039604
43650,South Australia,1104,1260,2364,13.862663460974609,2395,-31,-1.2943632567849688,1143,48.3502538071066,1132,11,0.9717314487632509
43710,South Australia,352,450,802,12.881464824927722,825,-23,-2.7878787878787876,377,47.0074812967581,369,8,2.168021680216802
43790,South Australia,672,728,1400,11.686143572621036,1443,-43,-2.9799029799029797,672,48.0,735,-63,-8.571428571428571
44000,South Australia,0,10,10,9.803921568627452,9,1,11.11111111111111,5,50.0,3,2,66.66666666666666
44060,South Australia,5605,5201,10806,10.805027547520723,10119,687,6.7892084198043285,5275,48.81547288543402,5043,232,4.600436248264922
44210,South Australia,427,475,902,9.395833333333334,890,12,1.348314606741573,414,45.8980044345898,432,-18,-4.166666666666666
44340,South Australia,4044,4443,8487,12.023801090883332,8515,-28,-0.3288314738696418,4137,48.7451396253093,4183,-46,-1.0996892182644036
44550,South Australia,2765,2868,5633,12.886916336848847,5018,615,12.255878836189718,2685,47.665542339783414,2458,227,9.235150528885272
44620,South Australia,1663,1746,3409,12.168046830382638,3585,-176,-4.909344490934449,1648,48.342622469932536,1707,-59,-3.456356180433509
44830,South Australia,124,129,253,8.812260536398467,297,-44,-14.814814814814813,113,44.66403162055336,131,-18,-13.740458015267176
45040,South Australia,1237,1352,2589,11.101106251607924,2704,-115,-4.252958579881657,1309,50.56006179992275,1305,4,0.30651340996168586
45090,South Australia,523,635,1158,12.93999329534026,1183,-25,-2.113271344040575,571,49.30915371329879,543,28,5.156537753222836
45120,South Australia,313,299,612,13.076923076923078,546,66,12.087912087912088,288,47.05882352941176,258,30,11.627906976744185
45290,South Australia,1848,1926,3774,9.391797730439976,3747,27,0.7205764611689351,1847,48.94011658717541,1840,7,0.3804347826086957
45340,South Australia,10563,11359,21922,11.96361036678873,21822,100,0.4582531390340024,10710,48.85503147523036,10577,133,1.257445400397088
45400,South Australia,55,54,109,12.2334455667789,95,14,14.736842105263156,55,50.45871559633027,47,8,17.02127659574468
45540,South Australia,68,91,159,9.386068476977567,161,-2,-1.2422360248447204,89,55.9748427672956,86,3,3.488372093023256
45680,South Australia,8398,8493,16891,15.157987310760726,14523,2368,16.305171107897817,8324,49.28068202001066,7042,1282,18.205055381993752
45890,South Australia,7751,7325,15076,10.664063605240075,14193,883,6.2213767350102165,7303,48.441231095781376,6948,355,5.109383995394358
46090,South Australia,817,994,1811,12.525937197399365,1898,-87,-4.5837723919915705,887,48.97846493649917,920,-33,-3.5869565217391304
46300,South Australia,932,943,1875,12.444414946571978,1926,-51,-2.64797507788162,868,46.29333333333333,915,-47,-5.136612021857923
46450,South Australia,983,1083,2066,11.690810321412403,2230,-164,-7.354260089686099,1004,48.59632139399807,1080,-76,-7.037037037037037
46510,South Australia,1308,1350,2658,11.387199040356439,2598,60,2.3094688221709005,1253,47.14070729872084,1248,5,0.4006410256410256
46670,South Australia,545,547,1092,10.692254969156958,1160,-68,-5.862068965517241,543,49.72527472527473,565,-22,-3.893805309734513
46860,South Australia,57,71,128,7.901234567901234,156,-28,-17.94871794871795,64,50.0,71,-7,-9.859154929577464
46970,South Australia,372,313,685,16.711393022688462,664,21,3.1626506024096384,330,48.175182481751825,327,3,0.9174311926605505
47140,South Australia,9450,9803,19253,12.781056446955263,19154,99,0.5168633183669207,9410,48.875499922090064,9318,92,0.9873363382700151
47290,South Australia,115,115,230,11.397423191278493,246,-16,-6.504065040650407,116,50.43478260869565,131,-15,-11.450381679389313
47490,South Australia,149,154,303,13.289473684210526,306,-3,-0.9803921568627451,163,53.79537953795379,159,4,2.515723270440252
47630,South Australia,385,466,851,11.989292758523527,917,-66,-7.197382769901854,420,49.35370152761457,445,-25,-5.617977528089887
47700,South Australia,5881,6471,12352,11.80992446696625,12252,100,0.8161932745674175,6070,49.141839378238345,5944,126,2.11978465679677
47800,South Australia,306,332,638,11.326113971240902,651,-13,-1.9969278033794162,284,44.5141065830721,305,-21,-6.885245901639345
47910,South Australia,184,187,371,12.554991539763114,323,48,14.860681114551083,188,50.673854447439346,153,35,22.875816993464053
47980,South Australia,2019,2335,4354,10.76763280245326,4474,-120,-2.682163611980331,2113,48.53008727606799,2272,-159,-6.998239436619719
48050,South Australia,733,818,1551,9.041622945085695,1475,76,5.1525423728813555,743,47.90457769181173,714,29,4.061624649859944
48130,South Australia,431,515,946,13.522012578616351,930,16,1.7204301075268817,451,47.674418604651166,449,2,0.4454342984409799
48260,South Australia,463,489,952,11.078785057605026,869,83,9.551208285385501,507,53.2563025210084,479,28,5.845511482254697
48340,South Australia,594,762,1356,10.96466402522843,1506,-150,-9.9601593625498,661,48.74631268436578,735,-74,-10.068027210884352
48410,South Australia,3038,3087,6125,9.289592622925955,5993,132,2.2025696646087103,2938,47.96734693877551,2936,2,0.06811989100817438
48540,South Australia,1282,1428,2710,12.388571428571428,2864,-154,-5.377094972067039,1274,47.011070110701105,1381,-107,-7.74800868935554
48640,South Australia,72,94,166,14.20017108639863,187,-21,-11.229946524064172,82,49.39759036144578,110,-28,-25.454545454545453
48750,South Australia,299,292,591,9.51537594590243,568,23,4.049295774647888,297,50.25380710659898,269,28,10.408921933085502
48830,South Australia,546,579,1125,9.250883973357455,1114,11,0.9874326750448833,521,46.31111111111111,520,1,0.19230769230769232
49399,South Australia,138,131,269,8.877887788778878,320,-51,-15.937499999999998,144,53.53159851301115,151,-7,-4.635761589403973
50080,Western Australia,2339,2625,4964,11.900081507407585,5079,-115,-2.2642252411892105,2411,48.56970185334408,2485,-74,-2.977867203219316
50210,Western Australia,9035,8257,17292,15.773774230330673,13596,3696,27.184466019417474,8411,48.640990053203794,6638,1773,26.709852365170235
50250,Western Australia,727,506,1233,14.974495992227348,1046,187,17.877629063097515,538,43.63341443633414,508,30,5.905511811023622
50280,Western Australia,1350,1360,2710,13.905993431855501,2320,390,16.810344827586206,1324,48.85608856088561,1125,199,17.68888888888889
50350,Western Australia,979,888,1867,10.855282283853713,1838,29,1.5778019586507073,858,45.95607927155865,854,4,0.468384074941452
50420,Western Australia,3884,3553,7437,9.750757168517524,7109,328,4.613869742579828,3578,48.11079736452871,3407,171,5.019078368065747
50490,Western Australia,2357,2255,4612,9.682159801822229,4194,418,9.966618979494516,2257,48.937554206418035,2003,254,12.680978532201697
50560,Western Australia,79,97,176,9.75609756097561,187,-11,-5.88235294117647,88,50.0,102,-14,-13.725490196078432
50630,Western Australia,128,133,261,14.427860696517413,261,0,0.0,110,42.1455938697318,122,-12,-9.836065573770492
50770,Western Australia,133,136,269,13.68260427263479,236,33,13.983050847457626,134,49.814126394052046,127,7,5.511811023622047
50840,Western Australia,301,361,662,11.390227116311081,669,-7,-1.046337817638266,300,45.31722054380665,337,-37,-10.979228486646884
50910,Western Australia,63,60,123,12.759336099585061,107,16,14.953271028037381,67,54.47154471544715,59,8,13.559322033898304
50980,Western Australia,1406,1435,2841,14.951844639755802,2825,16,0.5663716814159292,1361,47.9056670186554,1421,-60,-4.2223786066150595
51080,Western Australia,66,105,171,15.475113122171946,165,6,3.6363636363636362,85,49.707602339181285,90,-5,-5.555555555555555
51120,Western Australia,53,64,117,10.965323336457358,127,-10,-7.874015748031496,62,52.991452991452995,69,-7,-10.144927536231885
51190,Western Australia,1872,2031,3903,11.04133073071374,3895,8,0.20539152759948653,1860,47.655649500384314,1905,-45,-2.3622047244094486
51260,Western Australia,2698,3165,5863,12.974396423908473,5658,205,3.6231884057971016,2868,48.91693672181477,2765,103,3.725135623869801
51310,Western Australia,2032,2422,4454,13.858551915118703,4429,25,0.5644615037254459,2134,47.91198922317018,2174,-40,-1.8399264029438822
51330,Western Australia,6296,6976,13272,12.35754189944134,12068,1204,9.976798143851507,6463,48.696503918022906,5843,620,10.610987506417937
51400,Western Australia,1374,1596,2970,15.035690781147167,3070,-100,-3.257328990228013,1432,48.215488215488215,1501,-69,-4.596935376415723
51470,Western Australia,24,24,48,8.19112627986348,56,-8,-14.285714285714285,19,39.58333333333333,30,-11,-36.666666666666664
51540,Western Australia,339,351,690,12.273212379935966,723,-33,-4.564315352697095,322,46.666666666666664,324,-2,-0.6172839506172839
51610,Western Australia,118,133,251,14.747356051703878,279,-28,-10.03584229390681,112,44.6215139442231,149,-37,-24.832214765100673
51680,Western Australia,405,486,891,13.145470640306876,851,40,4.700352526439483,449,50.39281705948373,425,24,5.647058823529412
51710,Other Territories,95,104,199,10.658810926620246,211,-12,-5.687203791469194,91,45.7286432160804,94,-3,-3.1914893617021276
51750,Western Australia,580,767,1347,10.5663633511139,1353,-6,-0.4434589800443459,664,49.29472902746845,608,56,9.210526315789473
51820,Western Australia,8523,8087,16610,12.24113788783256,14791,1819,12.29801906564803,8148,49.05478627332932,7229,919,12.712685018674783
51860,Other Territories,53,47,100,16.077170418006432,79,21,26.582278481012654,47,47.0,32,15,46.875
51890,Western Australia,571,573,1144,12.11864406779661,1173,-29,-2.47229326513214,516,45.10489510489511,559,-43,-7.6923076923076925
51960,Western Australia,227,262,489,12.770958474797597,493,-4,-0.8113590263691683,243,49.693251533742334,243,0,0.0
52030,Western Australia,61,43,104,9.20353982300885,85,19,22.35294117647059,42,40.38461538461539,34,8,23.52941176470588
52100,Western Australia,67,65,132,12.655800575263662,139,-7,-5.0359712230215825,70,53.03030303030303,76,-6,-7.894736842105263
52170,Western Australia,436,517,953,10.564238997893803,1003,-50,-4.985044865403789,448,47.00944386149003,487,-39,-8.008213552361395
52240,Western Australia,68,71,139,12.013828867761452,160,-21,-13.125,71,51.07913669064749,78,-7,-8.974358974358974
52310,Western Australia,35,57,92,9.593326381647548,100,-8,-8.0,51,55.434782608695656,46,5,10.869565217391305
52380,Western Australia,0,7,7,2.9914529914529915,6,1,16.666666666666664,3,42.857142857142854,2,1,50.0
52450,Western Australia,100,82,182,13.798332069749812,172,10,5.813953488372093,91,50.0,87,4,4.597701149425287
52520,Western Australia,99,115,214,14.56773315180395,203,11,5.41871921182266,116,54.20560747663551,103,13,12.62135922330097
52590,Western Australia,222,191,413,10.495552731893266,344,69,20.058139534883722,180,43.583535108958834,149,31,20.80536912751678
52660,Western Australia,1099,1077,2176,13.59575132771009,2089,87,4.164672091910005,1044,47.97794117647059,1017,27,2.6548672566371683
52730,Western Australia,410,452,862,12.800712800712802,829,33,3.9806996381182147,413,47.91183294663573,396,17,4.292929292929292
52800,Western Australia,658,662,1320,15.402567094515755,1339,-19,-1.4189693801344287,651,49.31818181818181,681,-30,-4.405286343612335
52870,Western Australia,396,367,763,11.546610169491526,730,33,4.52054794520548,364,47.706422018348626,363,1,0.27548209366391185
52940,Western Australia,48,55,103,13.937753721244924,104,-1,-0.9615384615384616,49,47.57281553398058,52,-3,-5.769230769230769
53010,Western Australia,61,38,99,14.022662889518415,75,24,32.0,54,54.54545454545454,38,16,42.10526315789473
53080,Western Australia,32,22,54,7.317073170731707,63,-9,-14.285714285714285,21,38.88888888888889,32,-11,-34.375
53150,Western Australia,474,534,1008,11.99428843407901,1080,-72,-6.666666666666667,537,53.273809523809526,563,-26,-4.618117229129663
53220,Western Australia,544,472,1016,9.653206650831354,1069,-53,-4.9579045837231055,474,46.653543307086615,534,-60,-11.235955056179774
53290,Western Australia,936,1000,1936,13.243945820221645,1992,-56,-2.8112449799196786,952,49.17355371900827,990,-38,-3.8383838383838382
53360,Western Australia,258,220,478,13.307349665924276,378,100,26.455026455026452,230,48.11715481171548,182,48,26.373626373626376
53430,Western Australia,1957,1769,3726,10.186172393996555,2944,782,26.5625,1802,48.36285560923242,1463,339,23.171565276828435
53570,Western Australia,301,306,607,9.538026398491514,583,24,4.1166380789022305,279,45.96375617792422,305,-26,-8.524590163934425
53640,Western Australia,99,75,174,13.615023474178404,166,8,4.819277108433735,80,45.97701149425287,77,3,3.896103896103896
53710,Western Australia,62,71,133,13.380281690140844,133,0,0.0,71,53.383458646616546,64,7,10.9375
53780,Western Australia,9966,9603,19569,13.802856639040733,17679,1890,10.690649923638215,9586,48.98564055393735,8603,983,11.426246658142508
53800,Western Australia,2822,3026,5848,13.758381366898012,5638,210,3.7247250798155376,2897,49.53830369357045,2789,108,3.872355683040516
53920,Western Australia,312,371,683,16.127508854781585,643,40,6.2208398133748055,312,45.68081991215227,301,11,3.6544850498338874
53990,Western Australia,2119,2307,4426,14.000569386012085,4337,89,2.052109753285681,2087,47.15318572074108,2061,26,1.2615235322658904
54060,Western Australia,147,223,370,9.533625354290132,457,-87,-19.037199124726477,199,53.783783783783775,232,-33,-14.224137931034484
54130,Western Australia,93,80,173,14.18032786885246,157,16,10.191082802547772,85,49.13294797687861,75,10,13.333333333333334
54170,Western Australia,10804,11818,22622,12.989652835995727,21783,839,3.851627415874765,11018,48.7048006365485,10536,482,4.574791192103265
54200,Western Australia,4072,4330,8402,13.11992504684572,8152,250,3.0667320902845927,4073,48.476553201618664,3959,114,2.8795150290477394
54280,Western Australia,2378,2126,4504,14.438211251803173,4422,82,1.854364540931705,2147,47.668738898756665,2172,-25,-1.1510128913443831
54310,Western Australia,2159,1916,4075,16.379934078302114,3731,344,9.22004824443849,1960,48.09815950920245,1790,170,9.497206703910614
54340,Western Australia,291,294,585,13.544802037508683,567,18,3.1746031746031744,291,49.743589743589745,260,31,11.923076923076923
54410,Western Australia,54,60,114,9.81067125645439,127,-13,-10.236220472440944,52,45.614035087719294,55,-3,-5.454545454545454
